RNA_VS_library	Mol_ID	DrugBank_molecule	Max_TC	DrugBank_ID
CC1CCN(CCOC=2C=CC=C(C2)C3=CC=C4CC(N)CC4=C3)CC1	Z8690906474	COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1	0.570200573065903	DB07519
COC1(CCC1)C(C(=O)O)N2CCC(C2)NS(C)(=O)=O	Z2483016760	CCCNC(=O)[C@@H](O)CC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	0.570200573065903	DB02855
CN(CC=1C=CC=C(C1)C(=N)N)C(=O)NC=2C=CC=CC2	Z1227721332	N=C(N)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1	0.570200573065903	DB04336
CCOC(C1C(C(C#N)=C(N)OC=1C)c1ccc(cc1)SC)=O	8003-3604	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl	0.570200573065903	DB00381
O=C1NC=2C=CC=CC2N1C3CCN(CC3)C=4C=CC=5NN=NC5N4	Z969110236	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	0.570198105081826	DB01100
CC(C)(O)CC(=O)N1C[C@@H]2CC[C@H]1[C@H]2NC(=O)C=3C=CC=4NN=CC4C3Cl |&1:9,12,13,r|	Z6326787876	COCCCN(C(=O)c1ccc(Cl)cc1)[C@H]1CCCN(CCc2ccccc2)C1	0.570197044334975	DB08344
O=C(O)C(F)(F)F.CC1=CN(C=N1)C=2C=C(C=C(C2)C(F)(F)F)NCC3=CC(CN)=NN3C	Z5609641567	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	0.57018927444795	DB04868
CCCC=1C=C2C(=O)C(=COC2=CC1O)C3=NC(C)=CS3	Z56788938	O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	0.570175438596491	DB13182
CN(CC1CCC2=NC=CN2C1)C(=O)C=3C=NC=C(O)C3	Z1759398625	O=C(NCCO[N+](=O)[O-])c1cccnc1	0.570175438596491	DB09220
CC(C)(C(=O)NC1CC21CC(O)C2)N3CCCCC3	Z2964985837	N[C@H]1CCCCCCCCCCNC1=O	0.570175438596491	DB08476
CCN(CCC1=NC=CS1)C(C)C(N)=O	Z1548019949	O=C(O)CCC(=O)CF	0.570175438596491	DB02828
C1CN(CCN1)CCN2C=NC3=C(C2=O)NC4=C3C=C(C=C4)Br 	Target_lig_118	O=c1nc[nH]c2cc[nH]c12	0.570175438596491	DB04095
CC(=O)NC=1C=CC(F)=C(C1)C(=O)NC2=CC=NC3=CC=NN23	Z1158036979	Fc1ccccc1-c1cc(NCc2ccncc2)n2nccc2n1	0.570168404170008	DB08534
O=C(O)C1COCCN1C(=O)CN2C=NC=3C=CC=CC3C2=O	Z1444767994	O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	0.570159857904085	DB12465
CCC1CCC(CC1)N(C(=O)C=2C=NC3=NNC(C)=C3C2)C4CC4	Z826801242	CCN(CC)C(=O)c1cccnc1	0.570155902004454	DB13655
O=C(NCC1COC=2C=CC=CC2O1)C=3C=NC=4NN=CC4C3	Z5193583458	O=C(NCCO[N+](=O)[O-])c1cccnc1	0.570155902004454	DB09220
CC=1NN=C2N=CC(=CC12)C(=O)N3CCN(CC(O)C(C)(C)C)CC3	Z1139283787	CCN(CC)C(=O)c1cccnc1	0.570155902004454	DB13655
CC=1NN=C2N=CC(=CC12)C(=O)N3CCN(CC(C)C3)C4CC4	Z2283506714	CCN(CC)C(=O)c1cccnc1	0.570155902004454	DB13655
O=C(CNC(=O)C=1C=NC=2C=CC=CC2C1O)N3CCN(CC3)C(=O)N4CCCCC4	Z466801536	O=C(O)CNC(=O)c1c(O)c2ccccc2n(OCC2CC2)c1=O	0.570154095701541	DB16135
Cl.CC1=CN2CCC(CC2=N1)C(=O)O	Z2685926260	O[C@H]1[C@H](O)Cn2ccnc2[C@@H]1O	0.570149253731343	DB02374
CN1N=C(C=C1C(=O)N2CCNC(=O)C2C3=CC=CS3)C(=O)O	Z2755306540	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.570144782825761	DB18578
Oc1cc(-c2cn[nH]c2)ccc1-c1ccc(N(CCF)C2CC3CCC(C2)N3)nn1	Patent_dataset_113	Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	0.57014157014157	DB00805
CN1N=C(N)C=2CN(CC21)C=3N=CN=C4CCN(C)CC34	Z2613563992	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.570140280561122	DB18578
CN1C=C(C=N1)C2CCCN2C=3N=CN=C(C3N)N4C=CC=N4	Z1486464072	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.570140280561122	DB18578
CC(=O)N(CC=1C=NC=NC1)C2CCCN(CC2)C3CC4=CC=CC=C4C3O	Z1760381044	C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN	0.570135746606335	DB01255
CN(CC=1C=NN(C1)C=2C=CC=CC2)S(=O)(=O)C=3C=CC(=CC3)C(N)=O	Z165188308	NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1	0.570135746606335	DB01748
CCN1C=CN=C1C(NC2=CC(C)=NC3=NC=NN23)C4CCOCC4	Z2053417248	CCCCNc1cc(C)nc2nc(Nc3cc(Cl)ccc3C)nn12	0.570135746606335	DB07128
CC(=O)C1=CC(=CC=C1)NC2=NC3=CC=CC=C3C(=N2)NCCCO 	Target_lig_887	Nc1ccc2nc(N)nc(N)c2c1	0.570135746606335	DB02532
CC(=O)c1cccc(Nc2nc(NCCCO)c3ccccc3n2)c1	Target_lig_1473	Nc1ccc2nc(N)nc(N)c2c1	0.570135746606335	DB02532
NC(=O)C=1C=CSC1NC(=O)COC(=O)CCNC2=NS(=O)(=O)C=3C=CC=CC23	Z17091132	O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCO[C@H]2COC1=NS(=O)(=O)c2ccccc21	0.570133010882709	DB02827
Cc1nc2CNCCc2c(NCCc2csc(c3cccnc3)n2)n1	41602213	CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1	0.57013258897418	DB13072
CC1(O)CCN(C1)C(=O)C=2C=C(C=CN2)C3=CN=C4NC=CC4=C3	Z2772191057	O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1	0.57012987012987	DB08191
CCOC=1C=CC(NC(=O)C2=CC=CN3N=NN=C23)=C(C1)C(N)=O	Z3718279215	COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2	0.570128885519333	DB06240
CC(NC(=O)C=1N=CC=NC1N)C=2C=CC(=CC2)C(F)(F)F	Z356916894	Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O	0.570121951219512	DB19130
CN(CC=1C=CC=2C=NNC2C1)C3(CCCCC3=O)C=4C=CC=CC4	Z2600374427	CN[C@]1(c2ccccc2Cl)CCCCC1=O	0.570121951219512	DB01221
CC=1C=CC(F)=C(C1)C(=O)NC(C)C=2C=CC(=CC2)N3CCNC3=O	Z2457493585	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	0.570114942528736	DB17602
CN(CC1COC=2C=CC=CC2O1)C=3C=CC(=NN3)C(N)=O	Z1309522428	NNc1ccc(C(N)=O)nn1	0.570114942528736	DB09243
COC=1C=CC(=CC1)C(=O)C(CC(=O)C=2C=CC=CC2)C3=NC4=CC=CC=C4N3	Z235336963	COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1	0.570114942528736	DB09495
COC=1C=CC(=CC1OC)CNC(=O)NCCC2=NC(N)=NO2	Z1310767758	COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC	0.570110701107011	DB04924
I.CCN1CCCCC1CNC=2C=C(N=CN2)C(N)=O	Z2755014352	CC(=O)N1CCC(Nc2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)ncn2)CC1	0.57010582010582	DB19170
ClC=1C=CC=2OCC(NC=3N=CN=C4NC=CC34)C2C1	Z1426007428	CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1	0.570101351351351	DB12558
O=C(O)C(F)(F)F.NCC1=CC(=CO1)C(=O)N2CCCCC2C(=O)O	Z7956492325	CC(=O)N1CCCC[C@H]1C(=O)O	0.570093457943925	DB07384
CC=1NN=CC1CCCNC(=O)N2C3CCCC2CN(C)C(=O)C3	Z3494698137	O=C1CC[C@H](C(=O)N2CCCCC2)N1	0.570093457943925	DB16163
COC=1C=C(C=CC1OC(C)C)NC(=O)C2CCC=3NN=CC3C2	Z1697503542	C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	0.570093457943925	DB06718
CC(NC(=O)C=1C=CC=C(C1)NC(=O)C(C)(C)C)C2=NC3=CC=CC=C3N2	Z252832360	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	0.570093457943925	DB17602
CC=1C=CC2=NC(=CN2C1)CNC(CC=3C=CC=CN3)C=4C=CC=CC4	Z1732632453	N[C@@H](Cc1ccccn1)c1ccccc1	0.570093457943925	DB11889
Cc1cc(nc(N)n1)Oc1ccc(cc1)C(=O)OC	7796-0682	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(CO)c1Br	0.570093457943925	DB06874
O=C(O)C1CCCN(C1)C(=O)C2CC=3C=CC(Cl)=CC32	Z2755248336	CN1C(=O)C[C@](C)(c2ccccc2)C1=O	0.570080862533693	DB05246
[O-][N+](=O)C1=CNC(=O)C=2NC=NC12	Z87001001	O=c1nc[nH]c2cc[nH]c12	0.570071258907363	DB04095
O=C(O)C1COCCN1C(=O)C=2C=CC=3NC=CC3C2	Z1263730381	O=C(O)CNC(=O)c1ccccc1I	0.570071258907363	DB15445
CC(NC(=O)NCCNC=1C=CC=CN1)C=2C=CC=3OCCOC3C2	Z448510662	COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC	0.570071258907363	DB12226
O=C(CCCC1=NC=2C=CC=CC2S1)NC3=NN=CN3	Z352540484	S=c1[nH]c2ccccc2s1	0.570071258907363	DB11496
CC1=CC=C(S1)C(=O)NC2CCN(CC3=NC=CN3C)CC2	Z990540152	O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1	0.570071258907363	DB07879
NC(=O)C=1C=NN2C(=CC=NC12)C(=O)NCC3CC(=O)N(C3)C=4C=CC(Cl)=CC4	Z1748217511	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.57007007007007	DB18578
CN1N=CC(C[C@@H](NC(=O)CC2SC=3C=CC=CC3NC2=O)C(=O)O)=C1O	Z4666931243	O=C(C[C@H]1Sc2ccccc2NC1=O)NO	0.570066730219256	DB02036
C1CNCC1NS(c1cccc(c1)C(NCCc1ccccc1)=O)(=O)=O	26804304	NS(=O)(=O)c1ccc2c(c1)CNCC2	0.570063694267516	DB03468
O=C(CCNC(=O)C=1C=CC(F)=CC1F)NC=2C=CC=3NN=CC3C2	Z261779338	CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1	0.570048309178744	DB12311
COC=1C=C(C=CC1OC(C)C)C2NC(N)=NC3=NC=4C=CC=CC4N32	Z94793728	Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)[C@H](c1ccc(Br)o1)Oc1ccc(C(=O)O)cc1-3	0.570045848191544	DB18004
CC1=CC(=NO1)NC(=O)CN(C)C(CO)CC=2C=CC=CC2	Z2602016578	O=C(O)CC(=O)N[C@@H](CS)Cc1ccccc1	0.57002457002457	DB01935
O=C(O)C1=CN(CC(=O)N2CCCC2C=3C=CN=CC3)C4=CC=CC=C14	Z2912299586	CN(C)CCn1cc(C(=O)N2CCC3(CC2)OCc2ccccc23)c2ccc(Cl)cc21	0.57001414427157	DB12721
O=C(NC1CN(C(=O)C=2C=CC=C(C2)C(F)F)C3CC13)C4=CN=C5NC=NC5=C4	Z8653534582	COCCCN(C(=O)c1ccc(Cl)cc1)[C@H]1CCCN(CCc2ccccc2)C1	0.57001239157373	DB08344
CN(CC(O)C=1C=CC=NC1)C=2N=CN=C3CCCC23	Z2975221271	CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1	0.570007651109411	DB11743
COc1ccc2cc(-c3ccc(N(CCF)C4CC(C)(C)NC(C)(C)C4)nn3)c(O)cc2c1	Patent_dataset_110	Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	0.569987389659521	DB00805
COc1ccc2c(c1)[nH]c(c2)c1[nH+]ccc(c1)N	DRTL_17	CNc1ccc(-c2ccc3cc(OC[C@H](O)CF)ccc3n2)cn1	0.56998556998557	DB19222
O=C(O)CC=1C=CC=C(C1)C(=O)N2CCC(C2)C=3C=CN=CC3	Z2912835054	CCN(CC)C(=O)c1cccc(C)c1	0.569974554707379	DB11282
NC1=NC=CN2N=CC(C(=O)NCCC(C=3C=CC=CC3)N4CCCC4)=C12	Z4326344904	COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1	0.56996336996337	DB11665
N#CC=1C=CC=NC1N2CCCC(C2)C3=CNC=4N=CC=CC34	Z2732701291	[NH3+][C@@H](Cc1c[nH]c2ncccc12)C(=O)[O-]	0.569961489088575	DB04206
O=C(O)C=1C=2C=CC=CC2N=C3C(=CC4=CC=CN=C4)CCCC13	Z46035724	Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O	0.569951007076756	DB15291
CC(C(N)=O)N(C)CCOC1=CC=CC(F)=C1	Z650536366	C[C@@H](COc1ccccc1)NN	0.569948186528497	DB09251
N#CC=1C=CC(=CC1)C(O)CN2CCC(CC2)C3=CC=NN3	Z1431624885	C[C@@H](CCc1ccc(O)cc1)NC[C@@H](O)c1ccc(O)cc1	0.569948186528497	DB11541
O=C(CN1C=NC=2SC=C(C=3C=CC=CC3)C2C1=O)NC=4C=CON4	Z204002006	COc1ccccc1[C@H](Cn1c(=O)n(C(C)(C)C(=O)O)c(=O)c2c(C)c(-c3ncco3)sc21)OC1CCOCC1	0.569933920704846	DB16166
CC=1C=C(N[C@@H]2CCC(=O)N[C@H]2C3CCCO3)N4N=CN=C4N1 |&1:5,11,r|	Z2974373381	CCCCNc1cc(C)nc2nc(Nc3cc(Cl)ccc3C)nn12	0.569932685115931	DB07128
NC=1C=NC=C(N1)C(=O)N2CCC3(C2)CCC(CC3)NC(=O)C4=CN=NC=C4O	Z4500872433	Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O	0.569920844327177	DB19130
O=C(CNC(=O)C=1C=CC=C(Br)C1)NCC=2C=CC(=CC2)CN3C=NC=N3	Z218215008	O=C(O)CNC(=O)c1cccc(O)c1	0.569920844327177	DB07069
NC1CCN(C1=O)C=2C=CC(Cl)=CC2	Z825516788	O=C(O)CC[C@H](O)Nc1ccc(N2C(=O)CCC2=O)cc1	0.569915254237288	DB08378
CC=1C=CC(=CC1)C2=NN(C=C2CN3CCCC(C3)N4C=C(CO)N=N4)C=5C=CC=CC5	Z2227012239	C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1	0.569885641677255	DB16216
O=C(O)CNC(=O)C1=CC=C(O1)C=2C=CC=C3NC=CC23	Z8644262688	NNC(=O)c1ccc(-c2ccccc2Cl)o1	0.569877883310719	DB08757
CN1C=CN=C1C(NC(=O)C=2C=CC=CC2OCC=3C=CC(F)=CC3)C=4C=CC(F)=CC4	Z154319064	COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1	0.569877883310719	DB13327
OC(CF)C=1C=CC=C(C1)C2=NOC(=N2)C=3C=C(C=CN3)C=4C=NC=5NC=CC5C4	Z6404732312	O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1	0.569866342648846	DB08191
CN1C=C(NC(=O)C2=CSC(=N2)C=3C=NN(C3)C=4C=CC=CC4)C(=N1)C=5C=CC=CN5	Z1428043303	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.569865738438588	DB18578
CC=1C=CC(O)=C(C1)CNC2CCN(CC2)C3CCOC3	Z2590867011	O=C(CCCS)NC1CCN(Cc2ccccc2)CC1	0.56986301369863	DB07734
CC(C)C1=CC(=NN1)C(=O)NC=2C=CC(=CC2)N3CCOCC3C	Z1242665685	O=C(Nc1ccccc1)c1ccn[nH]1	0.569852941176471	DB08135
CC=1C=CC(C)=C(OCC(O)CN2CCCC(C2)C=3C=CN=C(N)N3)C1C	Z1912510062	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	0.569844789356984	DB01241
CC1(C)C(N)CC1NC(=O)C2=CC=CN3N=CC=C23	Z2860007913	O=C(NCCO[N+](=O)[O-])c1cccnc1	0.569844789356984	DB09220
FC(F)C=1C=C(N=CN1)N2CCN(CC2)C=3C=NNC3	Z4231156471	CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1	0.56984126984127	DB18899
CC=1C=CC(=CC1)S(=O)(=O)N2CC(OC=3C=CC=CC32)C(N)=O	Z45505173	CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CO)c2)cc1	0.569832402234637	DB16319
CCCC1=C(C=NN1C=2C=CC(C)=CC2)C(=O)NC3=NNC=4C=C(O)C=CC34	Z5510564119	Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C	0.569825436408978	DB16256
CC1(C)CC(CN1C(=O)C=2C=CC=C(C2)CS(N)(=O)=O)C(=O)O	Z4900394367	COCCCN(C(=O)c1ccc(Cl)cc1)[C@H]1CCCN(CCc2ccccc2)C1	0.569816643159379	DB08344
CC=1C=CC(=CC1F)C2=NOC(CCC(=O)N3CCC(CC3)C4=NN=CN4)=N2	Z1361020490	C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1	0.569811320754717	DB07067
NC=1N=CC=NC1C(=O)N2CCN(CC3=NC=CN3C(F)F)CC2	Z910873492	Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O	0.56980056980057	DB19130
CCC(CC)C=1C=C(CNC(=O)C=2N=CC=NC2N)ON1	Z1266795952	Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O	0.56980056980057	DB19130
NC(=O)C1CC=2C=CC=CC2CN1CC=3C=CC=4C=NNC4C3	Z1562610230	Ic1ccc2c(c1)CNCC2	0.56979405034325	DB03824
C[N+]1=CC=C(NC2=CC=C(NC(=O)C3=CC=C(NC4=C5C=C(N)C=CC5=[N+](C)C=C4)C=C3)C=C2)C=C1	R-BIND_SM_0023	Cc1ccccc1C(=O)Nc1ccccc1	0.56979405034325	DB14728
C[N+]1=CC=C(C=C1)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=C5C=C(C=CC5=[N+](C=C4)C)N 	Target_lig_677	Cc1ccccc1C(=O)Nc1ccccc1	0.56979405034325	DB14728
O=C(NC1(CCC1)C2=NN=CN2)C3=NNC=4C=CC(O)=CC34	Z5771647493	O=C(N[C@@H]1CN2CCC1CC2)c1n[nH]c2ccccc12	0.569787985865724	DB05586
CN(C)CCN1C(=O)OC=2C=CC(=CC21)NC(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34	Z1172075011	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.569784892446223	DB18578
O=C(CN1CCCC(C1)C2=CC=NN2)NCC=3C=CC=4OCOC4C3	Z607873110	c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1	0.569784172661871	DB12478
CCC(C)(NC(=O)C=1SC=2N=C(C)N=C(N)C2C1C)C(N)=O	Z3714213737	CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1	0.569774919614148	DB06969
CC(C(N)=O)N1CCN(CC1)C=2C=CC=C(C2)C(F)(F)F	Z46221037	OC[C@@H](O)CN1CCN(c2ccccc2)CC1	0.569767441860465	DB12472
CC1(C)CC=2C=CC=C(OCC(=O)NC=3C=CNN3)C2O1	Z1023227584	COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC	0.569767441860465	DB12226
CC(=O)N1C=2C=CC=CC2C[C@H]1C(=O)NC=3C=CC=NN3	Z1231390471	NC(=O)CN1C(=O)[C@@H](NC(=O)C2=CC3=C[C@H](Cl)SC3=N2)Cc2ccccc21	0.569759450171821	DB07793
CN1C=C(C=N1)O[C@@H]2CN(CCC=3C=CC=4OCCC4C3)C[C@H]2O	Z2386614245	CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1	0.569739952718676	DB00335
O=C(O)C1(CCOC1)NC(=O)CC=2C=CC(F)=C(F)C2	Z1400351891	CCCCCCCC(=O)N[C@H]1CCOC1=O	0.569739952718676	DB07928
CC1COC(CN1C(=O)C=2C=NNC2)C=3C=CC=C(Cl)C3	Z1767872745	CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1	0.569739952718676	DB12803
O=C(NC1CC1)C=2C=CC=C(C2)NC(C(=O)NC=3C=CC(F)=CC3)C=4C=CC=CC4	Z132811544	CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1	0.569739952718676	DB12311
CC(c1cnc(Nc2nc(C)c3cccc(C)c3n2)nc1C)=O	6809-0295	Cc1cccc2c(=O)nc(N)[nH]c12	0.56973293768546	DB01825
CNC(=N)c1ccc(cc1)NC(=N)c1cccc(c1)C(=N)Nc1ccc(cc1)C(=N)NC	Target_lig_1567	N=C(N)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1	0.56973293768546	DB04336
CC=1C=C2N=CC=C(NC(=O)C=3C=NC=4NC=CC4C3C)N2N1	Z6290153018	CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12	0.569726699369306	DB12021
O=C(CN1C(CCCO)=NC=2C=CC=CC21)NC=3C=CC=CC3C=4C=CC=CC4	Z64772089	CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC	0.569724770642202	DB05223
CC(NC=1N=CN=C2N=C(N)C=CC12)C=3C=CC(=CC3)OCC(F)(F)F	Z1537095432	CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1	0.569713758079409	DB12558
NC(=O)C=1C=CC(=CC1)N2CCN(CC3=CSC(=C3)[N+]([O-])=O)CC2	Z1225624643	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	0.569711538461538	DB17602
CC(C(=O)NC=1C=CC=C(C1)S(N)(=O)=O)N(C)CC2=CC=CC(F)=C2	Z125121332	NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1	0.569711538461538	DB18815
O=C1C=C(NN1)C2CCCN(CC3=NC=4SC=C(C=5C=CC=CC5)C4C(=O)N3)C2	Z7865700141	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.569709127382146	DB18578
CC=1N=CSC1C(=O)NC2=C(N=C3C(C)=CC=CN23)C=4C=CC=CC4	Z735375932	CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1	0.569707401032702	DB15403
CC(CN1CCCC(CC1)N(C)CC(=O)O)C=2C=CC=CC2	Z2353812317	CCC[C@@H](Cc1ccccc1)N1CCCC1	0.56969696969697	DB13438
COC=1C=CC(=CC1F)C(C)NC(=O)NC2=NN=CS2	Z409511280	COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1	0.56969696969697	DB01950
CC(C(=O)NC=1C=CC=2CCN(C(N)=O)C2C1)C=3C=CC(F)=CC3F	Z1907929243	CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21	0.569682151589242	DB12949
C1Cc2ccccc2NC(C1SCC(Nc1ccc(CCO)cc1)=O)=O	D715-1403	Cc1cccc(C)c1NC(=O)[C@@H](C)N	0.569682151589242	DB01056
O=C(NC=1C=CON1)C(=O)N2CCC(CC2)C3=CNC=4N=CC=CC34	Z1782883842	[NH3+][C@@H](Cc1c[nH]c2ncccc12)C(=O)[O-]	0.569672131147541	DB04206
NC=1N=CC=NC1C(=O)NCC2(CCSC2)N3CCOCC3	Z384485174	Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O	0.569672131147541	DB19130
CNc1ccccc1C(=O)OCC(c1ccccc1)=O	3257-1030	O=C(O)c1ccccc1NC1CCCCC1	0.569672131147541	DB07038
CC=1C=NC(=CN1)C(=O)N2CCN(CC2)C3CCCC3O	Z1143004268	N[C@H]1CN(C(=O)c2cnc3ccccc3n2)C[C@H]1C(=O)N1CCCC1	0.569655172413793	DB07015
C1COCCN1S(c1ccc(cc1)c1csc(Nc2ccc(cc2)[Cl])n1)(=O)=O	8004-5091	O=C(CN(CCO)S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO	0.569655172413793	DB08029
CC1CCC2=NNC(C(=O)NC(CO)C3=NC=4C=CC(Br)=CC4N3)=C2C1	Z8462093135	CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21	0.569651741293532	DB14998
O=C(O)C1COC=2C=CC(Br)=CC21	Z1269233195	CNCCCCOc1ccccc1Cc1ccccc1	0.569651741293532	DB13550
NC(=O)C1CN(CC2=CC=C(O2)C=3C=CC=CC3)CCO1	Z1567479286	CN(C)Cc1ccc(-c2cccnc2)o1	0.569640062597809	DB07609
O=C(NC1CCCC(C1)C2=NC=3C=CC=CC3N2)C4=CN=C5CCCCCN45	Z2662492925	NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1	0.56962911126662	DB05738
