Unique_SMILES	Mol_ID
CC=1C=C(N2CCN(CC=CC=3C=CC=CC3)CC2)N4N=C(N=C4N1)C(F)(F)F	Z317175116
CC1=NC(CC2=NOC(=N2)C3=CSC(=N3)C4=CC=C5OCOC5=C4)=NO1	Z1169977404
O=C(C1=CC=2C=C(Br)C=CC2N1)N3CCCN4CCCC4C3	Z955893756
O=C1C=CC(=NN1C=2C=CC(F)=CC2)C3=NC(=NO3)C4=CC=CN=C4	Z1169947681
CN1C(=O)C2=C(N=CN2CCNC=3C=CC=CC3N4CCCCCC4)N(C)C1=O	Z319479242
O=C(CCNC(=O)C1=CNN=N1)N2CCOC=3C=CC=CC3C2	Z1188942886
NC=1C=CC=C(N1)C(=O)NCC=2C=CC(=CC2)CN3CCCC3	Z2433804087
O=C(NC=1C=NNC1)NC2CCCC2OC=3C=CC=CC3	Z1189153361
Cl.CCC(N)C(=O)N1CCCC(COC=2C=CC=CC2Cl)C1	Z1622789584
CN(CC=1C=CC=2OCOC2C1)C(=O)C=3C=NN(C3N4C=CC=C4)C=5C=CC=CC5F	Z338384530
CN1C=CN=C1C2CCCN2CC(=O)N3CC(=O)NC4=CC=CC=C43	Z1603260814
CC(NC1CCCC2=C1C=NN2C(C)(C)C)C(=O)N3CCOCC3	Z1268839978
CC(C1=NC(=NO1)C=2C=CC=NC2)N3CCOC=4C=CC=CC4C3	Z1192232376
C=1C=C(NN1)C2=NC(=NO2)C=3C=CN=C(C3)N4CCCCC4	Z1170141877
CC(CCC=1C=CC=C(F)C1)N2CCCC2C3=NC(=NO3)C(N)=O	Z1757875718
O=C1C=2C=CC=CC2NC(C=3C=CNN3)N1C=4C=CC(F)=CC4	Z1171501641
CC=1C=CC=CC1OC=2N=CC=CC2NC(N)=O	Z1278252659
O=C(NCCC1=CNC=2N=CC=CC12)N3CC(C=4C=CC=CC4)C5COCCC53	Z2118177228
CC1=CSC(CCCNC(C)CC(=O)NC=2C=CC(F)=CC2)=N1	Z1439736196
O=C1C(=CC(=NN1CC=2C=CN=CC2)C=3C=CC=CC3)C(F)(F)F	Z441241656
O=C(NCCC=1C=CC=CN1)C2=NNC=3C=CC(Br)=CC23	Z1171744260
CCC1=NC(=NO1)C2CCCN2C(=O)C=3N=CC=NC3N	Z1268793561
CCS(=O)(=O)CC(C)NC(=O)C1=CC=2C(F)=CC=CC2N1	Z1193251157
CC=1C=CSC1C(C)NC(C2=NC=CN2C)C=3C=CC(F)=CC3	Z1437465899
CC1=CC(C(=O)N2CC(C2)N3C=C(N=N3)C(N)=O)=C(C)N1CC=4C=CC=CC4	Z1625696311
O=S(=O)(C1CCCN(C1)C=2C=CC=3N=CC=NC3N2)N4CCOCC4	Z1626147902
CCNC(=O)NC1=CNN=C1C2CCCN(C2)C3=NC(=CS3)C(F)(F)F	Z1626135488
CCOC=1C=CC(=CC1OCC)C(=O)NCC(=O)NC2=NN=CN2	Z352536038
CC1=NN=C(C2=CC=CC=C12)N3CCCN(CC3)C=4N=NC(C)=C5C=CC=CC45	Z354296660
CC1=CC(C)=C(C(N)=O)C(=O)N1CC(=O)NC2=CC=CC=C2OC(F)F	Z360348010
CN1C=C(C=N1)C2=NC(=NO2)C3CCCCCN3C(=O)CCC4=CNC=N4	Z1952741002
CC1=NN(C)C=C1[C@H]2OCC[C@@H]2NC(=O)CC=3C=CC=4C=NNC4C3	Z1953046017
CC1=NNC(C)=C1CCC(=O)N(C)C2CCC=3C=CC=CC32	Z371455160
CN1C=CN=C1C(NC(=O)C=2C=C(ON2)C=3C=CC(Cl)=CC3)C=4C=CC=CC4	Z269981272
CC1=NN(C(C)=C1C)C2=NC3=C(C(=O)NC(=O)N3C)N2CC=4C=CC=CC4F	Z992054096
CCN(CC)CCSC=1N=CN=C2C1C=NN2C	Z1631884536
CNC=1C=C(N=CN1)N2CCCC2CNC=3N=NC(C)=CC3C(F)(F)F	Z1173580807
CN1C(CCNC=2N=CC=NC2C#N)=NC=3C=C(Cl)C=CC31	Z1173765496
CN1C(=NN=C1N(CC2=CC=CO2)CC3=CC=CS3)C=4C=CC=CC4	Z1999535185
CN1C=C(C=N1)CC(=O)NC2=NC=3C=C4OCCCOC4=CC3S2	Z995755990
Cl.CC=1C=CC(=CC1)N2N=C(C(=O)N3CCC(N)CC3)C=4CCCC42	Z1455653585
CN1C(=O)C2=C(N=C3N(CC=4C=CC(Cl)=CC4Cl)CCN32)N(C)C1=O	Z992422298
COCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC4=CC=CC=C4F)CC3	Z274615714
CN1C(=O)C2=C(N=C(N2CC=3C=CC=CC3Cl)N4CCNCC4)N(C)C1=O	Z274601812
CCCC1=NNC(=N1)C2CN(CCO2)C(=O)C=3C=CN=C(C3)N(C)C	Z1268777602
COCCN(C(=O)C1=NN(C2=CC=C(F)C(F)=C2)C=3CCCC13)C=4C=CN=CC4	Z1203077685
O=C(CC=1C=CC=2C=NNC2C1)NC3CCC(C3)C4=CC=CC=C4F	Z1973008013
CCC1=NNC(=N1)C2CN(CCCOC=3C=CC(C#N)=CC3)CCO2	Z1268949215
CC1=NNC(=N1)C2CN(CCO2)C(=O)CCC3=CSC=N3	Z1268769978
COC=1C=CC(=CC1F)CN2CCCC=3C=CC(=CC32)S(N)(=O)=O	Z1367321497
CN1N=NC(CN2CCSCC2C=3C=CC=C(C3)C(F)(F)F)=N1	Z1994082609
CC=1C=CC=C(C1)CN2C(=NC3=C2C(=O)NC(=O)N3C)NC(C)C=4C=CC=CC4	Z274602422
CCOCCCNC1=NC2=C(C(=O)N(C)C(=O)N2C)N1CC3=CC=CC(C)=C3	Z274602572
CCC(NC(=O)NCC(F)(F)F)C1=NC(C)=NN1	Z1635295442
NC=1N=CC=NC1C(=O)N2CCCC2C=3C=CC=CC3	Z1207381577
CC(C)CCN1CCN(CC1)C2=NC3=C(C(=O)NC(=O)N3C)N2CC=4C=CC=CC4	Z274602700
CC(=O)N1CCN(CC1)C2=NC3=C(C(=O)NC(=O)N3C)N2CC=4C=CC=CC4Cl	Z274601512
CC1=CC(=O)N2N=C(OC=3C=CC=C(C3)C(N)=O)SC2=N1	Z397766964
O=C(O)COC=1C=CC=C(C1)C(=O)NC=2C=NNC2	Z928220710
CCCS(=O)(=O)N1CCC(CC1)NC(=O)C=2N=CC=NC2N	Z408988498
CN1C=NC=2C(=CC=NC21)C(=O)NC3(CCCC3)C=4C=CC(F)=CC4F	Z2132040093
CC1=CC(CC(=O)NC(CC(C)C)C(=O)NC=2C=CNN2)=NO1	Z1369387203
FC(F)(F)C=1C=CC=CC1C2CN(CC=3C=CC=4C=NNC4C3)CCO2	Z1639905126
CC1=NC(CN(C)CC2=CSC(=N2)C=3C=CC(=CC3)C(C)C)=NO1	Z1640987836
CC=1C=C(NC(=O)C=2C=NN(C2)CC(C)C)NN1	Z1641414253
CC=1NC2=NC=NN2C(C=3C=CC=CC3Cl)C1C(=O)NC4=CC=CC=N4	Z275576818
CN(C=1N=CN=C2NN=CC12)C(CCO)C=3C=CC=CC3	Z1408591459
COC=1C=CC(=CC1OC)C2C(C(=O)NC=3C=CC=CN3)=C(C)NC4=NC=NN42	Z275576828
O=C(CC1CCCN1C(=O)C=2C=CNN2)C=3C=CC=CC3	Z1382536319
COC=1C=CC=C(C1)C(NC(=O)C=2C=C3CCCOC3=CN2)C4=NC=CN4C	Z1642458457
O=C(NC(CC=1C=CC=CC1)CN2CCOCC2)C=3C=NC=CN3	Z1175898464
CCCCN1N=C(C=CC1=O)C(=O)NNC2=NN=C(C=3C=CC=CC3)N2C=4C=CC=CC4	Z383997074
CC(C)CC1=NOC(CN2CC=3C=CC=CC3CC2C(N)=O)=N1	Z425820798
O=C(NC=1C=NNC1)C2=CC=3OCC(=O)NC3C=C2Br	Z1643837382
CC1=CC(C)=NC(=N1)N2CCN(CC2)C3=CC(C)=NC4=NC(=NN34)C(F)(F)F	Z431948744
CN1C(=O)N(CC=2C=CC=CC2)C(=O)C3=C1N=C4N(CC=5C=CC=CC5)CCCN43	Z237526922
CC(C)(C)OC=1C(F)=CC(=CC1F)NC(=O)C=2N=CC=NC2N	Z1645249088
COC=1C=C(N=CN1)NC(=O)NC2CCCC=3OC=CC32	Z1646854865
COC=1C=C2N=C(C=3C=CSC3)N(C)C(=O)C2=CC1OC	Z449382682
FC(F)(F)C=1C=CC(=CC1)C2CN(CC=3C=CC=4C=NNC4C3)CCO2	Z1648885978
CC=1C=CC(C(=O)N2CCC(CC2)C3=NN=C(N)O3)=C(C)C1	Z454080150
CC(C)(C)OC(=O)N1CCCC=2C=CC(=CC21)NC(=O)C3=CNN=N3	Z1176085020
O=C1CC(CN1C=2C=CC=CC2)C3=NC=4C=CC=CC4O3	Z1611790351
CC1CCC(CN(C)CC2=NC(=NO2)C=3N=CNN3)CC1	Z1612115559
CC=1C=CC=C(N1)N2CCN(CC2)C3=CC(C)=NC4=NC(=NN34)C(F)(F)F	Z431948752
CC(NC=1C=CC=C(C1)C(N)=O)C2CN(CC=3C=CC=CC3)CCO2	Z1612251732
CC=1C=C(C)C=C(C1)C(NC(C)C=2C=NN(C)C2)C3=CC=CN=C3	Z1440461531
NC(=O)COC=1C=CC=CC1OCC=2C=CC=C(F)C2	Z1252472532
O=C(NCC=1C=CNN1)N2CCC=3C(F)=CC=C(F)C3C2	Z1372391357
CC1=NNC(=N1)C2CN(CCO2)C(C)C=3C=CC(F)=CC3	Z1268946341
CN1C=CN=C1CNC=2C(F)=CC=CC2N3C=CC=N3	Z1411054218
O=C(NCC1CCC2=NC(=CN2C1)C(F)(F)F)C3=CN=NS3	Z1756461026
CSCCN(C)C=1C=C(C(N)=O)C=2C=CC=CC2N1	Z1396742266
CC1CCN(CC=2N=C(C=3C=4CCCC4SC3N2)N(C)CC=5C=CN=CC5)CC1	Z278093172
CN(CC=1C=CN=CC1)C=2C=C(N=C(N2)C=3C=CC=NC3)C(F)(F)F	Z1220609218
O=S(=O)(C=1C=CC=2CCCCC2C1)N(CC3=CC=CO3)CC=4C=CC=NC4	Z279884124
O=C(NC1CNCCC1C=2C=CC(F)=CC2)C=3C=CC=4OCCOC4C3	Z2393884175
CCC(C)NC(=O)CSC=1C=C(C(N)=O)C=2C=CC=CC2N1	Z280922244
COC=1C=CC(C)=CC1CSC=2C=C(C(N)=O)C=3C=CC=CC3N2	Z280924148
NC(=O)CN1C=2C=CC=CC2C(=O)NC1C=3C=C(Cl)C=CC3O	Z281061294
NC(=O)CN1C=2C=CC=CC2C(=O)NC1C=3C=CC(F)=CC3	Z281062172
COC=1C=CC=C(C1OC)C2C(C(=O)NC=3C=CC=CN3)=C(C)NC4=NC=NN42	Z1222312975
O=C1C=2C=CC=CC2C3N1C=4C=CC=CC4C5=NC(=O)C(=NN53)C6=CC=CS6	Z1222313010
CN1C(=O)C2=C(N=C(NN)N2CC=3C(F)=CC=CC3Cl)N(C)C1=O	Z281877594
COC=1C=CN=C(CN2CCCC(C2)C3=NC(=O)NN3)C1OC	Z2149764463
O=C1N=C(NN1)C2CCCN(CCN3CCOCC3)C2	Z2149761441
CC(C)C=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC=CC3OCC(N)=O	Z2155821200
O=C(CCNC=1N=CC(=CC1Cl)C(F)(F)F)NC2=NN=CN2	Z1230170996
C1=NN=C2C(=NC=CN12)NCCC3=COC(=N3)C=4C=CC=CC4	Z1230734210
CN1C=CN=C1CN2CCCC(C2)C3=NNC(=N3)C=4C=CC=CC4	Z1614129062
CC(=O)N1C=2C=CC=CC2C[C@H]1C(=O)NC=3C=CC=NN3	Z1231390471
COC=1N=CC=CC1C2=NOC(=N2)C=3C=CC(=CC3)C4=NC=NN4	Z2157135154
CC=1C=C(NN1)C2CCN(CC2)C3=NC=CN(C3=O)C4CC4	Z1661111583
O=C(NC=1C=NC=CN1)C2CN(CC=3C=CC=CC3)CCO2	Z1696959065
CC1=NC=2C=C(C=NC2N1)C(=O)N(CC3CCCCO3)C(C)C	Z1663443410
CC(C)(C)C=1C=C(NN1)C(=O)NC2CCN(C2)C(=O)C3CCCCC3	Z1421619798
CC=1C=C(NCC2=NN=NN2C=3C=CC=CC3)C(=CC1F)C(N)=O	Z1233958688
CNS(=O)(=O)N1CCC(CC1)C2=NC(=NO2)C=3N=CC=C4NC=CC34	Z2160227444
COC=1C=CC=C(C1)C(C)N2CCN(CC3=NC(=NN3)C4CC4)CC2	Z1665765949
CCC1=NOC(=N1)C=2C=CC(C)=C(C2)NC(=O)N3CCCC(C3)C4=NNC(C)=N4	Z1424271452
CC1=NNC=2N=CC(=CC12)NC(=O)C3CCN4C(=NC=C4C3)C5CCCCC5	Z1614143512
CN1C=CC(=N1)NC(=O)CCC=2C=CSC2	Z115173422
CC=1C=CC=2C=C(NC2C1)C(=O)NCC(C)CN3CCN(C)CC3	Z781318944
CCOC=1C=C(C=CC1C)NC(=O)NCCCC=2N=CNN2	Z2054860232
CC1=NNC(C(=O)N(C)C(C)C=2C=CC(=CC2)N3C=NC=N3)=C1O	Z1492372147
CSCC=1C=C(F)C=CC1CNC(=O)C=2N=CC=NC2N	Z1391567144
CC1=NNC(C)=C1CN2CCOC(CN(C)CC3CC3)C2	Z1758986620
CC1=NN=C(CN(C)C2CCN(CCCS(N)(=O)=O)C2)O1	Z1268906269
CC(NC(=O)CCC1=NC(=NO1)C=2C=CSC2)C=3C=CC(=CC3)N4C=NC=N4	Z109587562
O=C(NC1CC(=O)N(C1)C2CC2C=3C=CC=CC3)C4CCC=5NN=NC5C4	Z2055633292
CCN1C=C(C=N1)N=C2SC=C(C)N2C3CCCN4N=C(C)N=C34	Z1362836219
CC=1C=CN2C=C(N=C2C1)C(=O)NCCN3CCN(C)CC3	Z196791192
COCC=1C=CC=CC1CNC(=O)C=2C=NC=CN2	Z343504028
N#CC=1C=CC(=CC1)CN2CCCN(CC2)C(=O)C3=CC4=CC=CC=C4NC3=O	Z238004446
CN(C)C(CNC(=O)C1=CC=C(O1)C=2C=CC=CC2Cl)C=3C=CSC3	Z343568382
O=C(NCC1=NN=C2C=CC=CN12)C=3C=C(NN3)C4=CC=CC(Cl)=C4	Z368200460
NC(=O)CN1CCC(CC1)NC(=O)C2=CC=C3C=CC=CC3=C2	Z223337918
CCCCN1N=C(C=CC1=O)C(=O)NC2CCN(CC(N)=O)CC2	Z284219686
CC1C=2C=C(Cl)C=C(Cl)C2CCN1C(=O)C3CCC=4NN=NC4C3	Z2055945650
CC=1C=C(C=C(C1)NC(=O)C2CCC=3NN=NC3C2)CN(C)C	Z2056833491
CC=1C=CC=CC1C(=O)NC(CC(C)C)C(=O)N2CCN(CC2)C3CC3	Z899906486
NC(=O)C1CC=2C=CC=CC2CN1CC=3C=CC=C4C=CC=CC34	Z89201859
O=C(NCCCC1=CC=C(Cl)S1)C2CCC=3NN=NC3C2	Z2058333770
CCN1C=CN=C1[C@@H]2OCC[C@H]2C(=O)NC3=CC=NC4=CC=NN34	Z2058374918
CC1=NC(=NO1)C(=O)NCC2CCN(C2)C=3C=CC(Cl)=CC3	Z1555070204
CC(NC(=O)COC=1C=CC(=CC1)C2=NN=C(N)O2)C3CC4CCC3C4	Z1981124286
CC=1C=CN2C=C(N=C2C1)C(=O)NC3=C(N=C4C=CC=CN34)C=5C=CC=CC5	Z90937310
CN(CC1=NN=NN1C)C[C@@H]2CCCN(C)[C@H]2C3=CN=CN3C	Z2059112739
CN1C[C@@H](C(=O)NC2=CC=NC3=CC=NC=C23)[C@@H](C1)C(F)(F)F	Z2059268218
COC=1C=C(C=C(C1)OC)CN2CCC(C2)NCC=3C=CNN3	Z1396737767
CCC1=NNC(=O)C(CNC(=O)COC2CCCCC2)=C1CC	Z1429407561
CC=1C=CC=C(C1)C(O)CN(CC2=CC=NN2C)CC=3C=CC=CC3	Z1557497730
NC(=O)C=1C=CC=C(C1)CN2C=NC=3C=4C=CC=CC4OC3C2=O	Z370732114
CCN1CCO[C@@H](CNC(=O)C2=CN(C)C=N2)[C@@H]1C=3C=NN(C)C3	Z2061127004
O=C(NCC1CN(C(=O)C=2C=CC=CC2)C3CCN1C3)C4=CC5=C(F)C=CC=C5N4	Z1557449507
CC(=O)C1=CNC(=C1)C(=O)NCC(C)N2CC(C)OC(C)C2	Z362012182
CC(C)(C)CC(=O)N1CCCC1C(=O)NC2CCN(CC2)C(=O)C=3C=CC=CC3	Z966370052
O=C1C=2C=CC=CC2NC(C=3C=CC(=CC3)N4C=CN=C4)N1CCC=5C=CC=CC5	Z94794509
CC1=NC(=NO1)C2(CCCC2)NC(=O)NC=3C=CC(=NN3)C(C)(C)C	Z1434022942
CC(C)SC=1C=CC=CC1NCC=2C=CC=C(C2)C(N)=O	Z1419750627
CC(C)C=1NN=CC1C(=O)NC=2C=CC(=CC2)OCC3=CC=CN=C3	Z1888913821
O=C(CCOCC=1C=CC=CC1)NCC=2C=CC(=CC2)N3C=CN=C3	Z875599056
CC(=O)C1=CNC(=C1)C(=O)NCCOC=2C=CC(=CC2)C(C)(C)C	Z109508480
CC1=NC(=NN1)NC(=O)C=2C=CC(=CC2)OCC3CCCO3	Z1116538903
COC=1C=CC(=CC1)C2CCN(C2)C(=O)C=3C=CC=C(C3)C4=NC=NN4	Z1559288172
NC=1N=CC=NC1C(=O)NCC2=NN=C3CCCCCN23	Z257176206
CN1C(=NC=2C=CC=CC21)C(NC(=O)C=3C=C(F)C=C(F)C3)C=4C=CC=CC4	Z850570462
CN1C(=NC=2C=CC=CC21)C(NC(=O)C=3C=CC(F)=CC3F)C=4C=CC=CC4	Z850565930
CC(NC(=O)C=1N=CC=NC1N)C=2C=CC(=CC2)OC(F)(F)F	Z372790328
CC=1SC=2N=C(CN3CCOCC3)N=C(NC(C4=NC=CN4C)C=5C=CC(F)=CC5)C2C1C	Z185386180
C1=CC=2N=CC=NC2N=C1N3CCCC3C4=NN=C5CCCCCN45	Z1116661863
CC(C(=O)N1CC(C)OC(C)C1)N2CCC(CC2)C3=CC=NN3	Z989734548
COC=1C=CC=CC1C=2C=C(NC(=O)C=3C=CNN3)NN2	Z931874468
CC=1C(=NNC1NC(=O)C=2C=CC=3NC=NC3C2)C=4C=CN=CC4	Z973713388
NC(=O)NCC=1C=CC(=CC1)C(=O)NC=2C=NC=CC2OC=3C=CC=CC3	Z979118876
COC=1C=CC=2CC(COC2C1)NC(=O)C=3C=NC4=NNC(C)=C4C3	Z1560630418
Cl.C=1C=CC(=CC1)OCCN(CC=2C=CC=NC2)CC3CCNC3	Z1762877988
COC=1C=CN=C(N1)NC[C@@H]2C[C@H](F)CN2CC=3C=NN(C)C3	Z1758665257
O=C(NCC=1C=CN=C2C=CC=CC12)C=3C=CC(=O)NN3	Z1337138704
CN(C[C@@H]1C[C@H](F)CN1CC2=NC=CS2)C=3N=CN=C4NN=CC34	Z1758977097
FC(F)(F)C1=NC=C(CN2CCC(CC2)C3=CC=NN3)S1	Z1897016452
FC=1C=C(CNC=2C=CN=CC2F)C=3N=CC=CC3C1	Z1848951728
CSC1=CNN=C1NC(=O)C(C)OC=2C=CC=C(Cl)C2	Z1373361953
CC1=NN(C(COC=2C=CC(=CC2)C(N)=O)=C1C#N)C=3C=CC=CC3	Z98085077
NC(=O)CN1CCCN(CC1)C(=O)CCSC=2C=CC=CC2	Z1119314638
N#CC1CN(CC2=CC(=CS2)C(N)=O)CCN1CC=3C=CC=CC3	Z1561892800
NC=1N=CC=NC1C(=O)NCC=2C=CC(=CC2)CN3CCOCC3	Z225010854
COC=1C=C(C=CC1OC(F)F)CN(C)CC2=NC(=NO2)C=3C=CC(F)=CC3	Z103798058
COC=1C=CC(=CC1F)C2NC(N)=NC3=NC4=CC=5OCCCOC5C=C4N32	Z98336355
O=C(CNC(=O)C1=CC=CO1)NC2=NN=C(N2)C(F)(F)F	Z295768104
COC=1C=C(C=CC1O)C2NC(N)=NC3=NC4=CC=5OCCCOC5C=C4N32	Z98335477
N#CC=1C=CC(=CC1)C2NC(N)=NC3=NC4=CC=5OCCCOC5C=C4N32	Z98335571
NC1=NC2=NC=3C=C4OCCCOC4=CC3N2C(N1)C=5C=CSC5	Z98335632
CCC=1C=CC(=CC1)C2NC(N)=NC3=NC4=CC=5OCCCOC5C=C4N32	Z98335634
CC(C=1C=CC(=CC1)S(N)(=O)=O)N(C)CC=2C=CC=C(O)C2	Z1562579691
CCN1CCN(CC1)C(=O)C(C)NCC(C2=CNC3=CC=CC=C23)C=4C=CC(=CC4)OC	Z98621020
NC(=O)C1CC=2C=CC=CC2CN1CC3=NC=CN3CC=4C=CC=CC4	Z425457496
O=C(NC1=NC=CS1)C2CCCN2C(=O)C3=CN4C=CC=NC4=N3	Z804680226
O=C1CN(CC2=NC=C(O2)C=3C=CC(Cl)=CC3)CCN1	Z105930668
CC1=NN=C(CN2C=NC=3C=C(F)C(F)=CC3C2=O)N1C	Z1207172789
COC=1C=CC(=CC1OC)C2NC(N)=NC3=NC4=CC=5OCCCOC5C=C4N32	Z98335494
CN1C=NC2=C1C(=O)N(CCCN3CCN(CC(C)(C)O)CC3)C(=O)N2C	Z1120836783
CCC1CC(CC2=NC(=NO2)C3=NC=CN3)CCO1	Z1685118261
CN1N=CC=2CCC(CC21)C3=NC(=NO3)C4=NC=CN4	Z2068433293
CC(OCC1CCCCO1)C2=NC(=NO2)C3=NC=CN3	Z1685117953
NC=1N=CC=NC1C(=O)NCCOC=2C=CC(F)=CC2	Z356998142
CC(CNC(=O)C=1N=CC=NC1N)N2CCN(CC2)C=3C=CC=CC3	Z408953068
CCOC=1C=CC(=CC1)CCC(=O)N(C)C=2C=CC(=CC2)C(N)=O	Z809094538
CC1=NC(=CN1)C(=O)N(C)C[C@@H]2C[C@H](F)CN2CC3=CC=CS3	Z1761932154
CC=1C=CC(=CC1)CN(C)CC(=O)N2CC(OC=3C=CC=CC32)C(N)=O	Z199705574
O=C(NC=1C=CC=2N=CNC2C1)C3CCS(=O)(=O)C4=CC=CC=C43	Z2068599993
CN1C(=O)CC(NC(=O)CC2=CC=NN2)C1C=3C=CC(Cl)=CC3	Z1564852593
O=C(CCC1=NC(=NO1)C=2C=CN=CC2)NC=3C=CC(Cl)=CC3F	Z223953554
CN(C)CC=1C=CC(=NC1)N2CCN(CC2)C=3N=CN=C(N)C3Cl	Z1874107604
CC1=NNC(=N1)C2CN(CC3=CC=CC(=N3)OC(C)(C)C)CCO2	Z1564699387
CC=1C=CC=C(NS(=O)(=O)C=2C=CC(=CC2)C(=O)NC3=NC=4C=CC=CC4N3)C1C	Z95478703
NC=1N=CC=NC1C(=O)NC(CC(F)(F)F)C=2C=CC(F)=CC2	Z1564946326
C1=CSC(=C1)C2=NOC(CNC(C=3C=CC=CC3)C=4C=CC=CC4)=N2	Z104930468
CC=1C=CC=C(C1)N2C=CN=C2SCC=3C=CC=C(C3)C(N)=O	Z370731596
C1=NN=C(O1)C=2C=CC(=CC2)OCC=3C=C(ON3)C=4C=CC=CC4	Z107092336
NC(=O)C=1C=C(N=C2C=CC=CC12)N3CCN(CC4=CC=CO4)CC3	Z373123332
CN(CCN1CCN(CC1)C2=NN=NN2C=3C=CC=CC3)CC=4C=CC=CC4	Z1124146809
O=C(CCNC(=O)C=1C=CC=2C=CC=CC2C1)NC=3C=CC=4NN=CC4C3	Z354909582
CC1=NN(CC=2N=C(N)N=C(N2)NC=3C=CC=CC3)C(C)=C1S(=O)(=O)N4CCCCC4	Z107273728
CC1=CC(C(=O)NC(C2=NC=CN2C)C=3C=CC=CC3F)=C(C)O1	Z167573286
CC1=CC(C)=NC(=N1)N2CCC(CC2)C3=NN=C4C=CC=CN34	Z318889722
NC1=NC=2CC[C@@H](CC2S1)NC(=O)CC=3C=COC3	Z2226206573
O=S(=O)(C1=CNC=2N=CC=CC12)N3CCN(CC=4C=CC=5C=NNC5C4)CC3	Z1566424996
CC1=NNC(C)=C1NC(=O)CN2CC(C=3C=CC=CC3)C4COCCC42	Z2070598399
O=C(NC=1C=CC=2NC(=O)NC2C1)C3CCCN(C3)S(=O)(=O)C=4C=CC(F)=CC4	Z108864256
NC(=O)C1CN(C(=O)C=2C=CC(Cl)=CC2F)C=3C=CC=CC3O1	Z109390940
CC(C)(C)CC1CCCN1CC=2C=CC=3C=NNC3C2	Z1567335178
C1=CNC(=N1)C2CCCCN2CC=3C=CC(=CC3)OC=4C=NC=CN4	Z1567466559
OC=1C=CC=C(C1)CN2CCN(CC=3C=CC=4C=NNC4C3)CC2	Z1567600690
C1=NNC=C1C2CCCN(CC=3C=C(NN3)C=4C=CC=CC4)C2	Z1567628565
COC=1N=CN=C2CCN(CC=3C=C(F)C=C4C=CC=NC34)CC12	Z989452794
O=C(C1=CN=C2CCCCN12)N(CC3=NC=CN3)C4=CC=CC(F)=C4	Z1494910606
COC=1C=CC(=CC1OC)S(=O)(=O)NCCC(=O)NCC2=CN=C(C)N=C2N	Z2143531720
CC(NC=1C=C(N=C(N1)C=2C=CC=NC2)C(F)(F)F)C=3N=CNN3	Z1567828208
CC=1C=CC(=CC1)S(=O)(=O)NCC2CCCN(CC=3C=CC=4C=NNC4C3)C2	Z1568258615
O=C(NCCC=1C=CC=2NN=CC2C1)C=3C=CC(=CC3)CNC(=O)C4CCCC4	Z2226535204
CNC=1C=CC(=CN1)C(=O)NCC(OC)C=2C=CC(Cl)=CC2	Z2071635441
O=C(NN1C=NC=2C=CC=CC21)C3=CNC=C3C4=CC=C(Cl)S4	Z821504638
COCCN1CCN(CC=2C=CC=3C=NNC3C2)CC1C	Z1568562583
CC1=CC(C)=NC(=N1)NNC(=O)C2=CC=C(O2)C3=NC=4C=CC=CC4S3	Z230155800
OCCN(CC1=CNN=C1C=2C(F)=CC=CC2F)CC3=CC=CN=C3	Z1568394674
OC(C=1C=CC(F)=CC1)C2CCN(CC=3C=CC=4C=NNC4C3)CC2	Z1568800607
C=1N=CN(CC2CCCN2CC=3C=CC=4C=NNC4C3)N1	Z1473316028
O=C(O)C1=CC=2C=C(C=CC2S1)NC(=O)COCC3CC3	Z443984294
CC(C)OCCS(=O)(=O)N1CCN(CC2=CC=C3C=NNC3=C2)CC1	Z1569780562
CCC1=NOC(=N1)C(C)N2CCC=3N=CN=C(OC)C3C2	Z989453328
NC=1N=CC=NC1C(=O)NCC=2C=CC(=CC2)OC(F)F	Z225611160
O=C(NC(CC1=NC=CN1C(F)F)C=2C=CC=CC2)C=3C=CC=CC3	Z1126887145
O=C(NC=1C=CC=CC1N2C=NC=N2)C=3C=CN(N3)C=4C=CC=C(F)C4	Z827605616
C=1C=CC(=CC1)C(NCC2=NN=NN2C=3C=CC=CC3)C4=CC=CC=N4	Z106270274
O=C(CCNC=1N=CC=CN1)NC=2C=CC=3NC(CC=4C=CC=CC4F)=NC3C2	Z829049786
CC(C(=O)NC=1C=CC=C(C1)S(N)(=O)=O)N(C)CC2=CC=CC(F)=C2	Z125121332
CC(C(=O)NC(=O)NCC=1C=CC=CC1)N2CCC(CC2)C(N)=O	Z123938238
NC(=O)[C@@H]1CC=2C=CC=CC2CN1CC=3C=CC(=CC3)C(F)(F)F	Z125843474
COC=1C=CC(=CC1OC)C2=NN(C=C2C(=O)NN3C=NC=4C=CC=CC43)C=5C=CC=CC5	Z198294182
CC(NC(=O)C=1C=CC(=CC1)C(C)(C)C)C(=O)N2CCC(CC2)C(=O)C=3C=CC=CC3	Z229945972
NC(C(=O)NCC=1C=CC(=CC1)OC=2C=CC=C(Cl)C2Cl)C3CCCO3	Z2449879487
CC1CC(=O)NC=2C=CC=CC2N1C(=O)CN(C)CC3COC4=CC=CC=C4O3	Z103804952
CC(=O)NC1(CCCCC1)C(=O)NC2CCN(CC2)C(=O)C=3C=CC=CC3	Z762213014
