Unique_SMILES	Mol_ID
CC1=CC(=NN1CCN)C(=O)N(CCO)CC2=CC=C(Cl)C(Cl)=C2	Z4058201441
NCC=1C=C(C=CN1)C(=O)N2CCOC=3C=C(O)C=CC3C2	Z4061431611
O=C(O)C(CC(F)(F)F)NC(=O)C(CO)C=1C=CC(Cl)=CC1	Z4070177436
O=C(O)C(C(=O)NCC1CNC(=O)C1)C2CCCC2	Z4071329247
O=C(NC=1C=NOC1C2CCOCC2)C=3C=CN=C(C3)NC4CCCC4	Z4091107839
NC=1C=C(C(=O)NC2CCOCC2N3CCCC3)C(Br)=CN1	Z4106763849
CC=1C=C(CO[C@@H]2CC[C@H](CC2)NC3=NC=NC4=NN(C)C=C34)ON1	Z4108299130
NCC1=CN(CC(=O)NC2(CC2)C=3C=CC(=CC3)C(F)(F)F)N=N1	Z4114943974
O=C(O)[C@H]1C[C@H]2CCCN2C(=O)N1 |&1:3,5,r|	Z4119344232
O=C(O)C(NS(=O)(=O)N1CC=CCC1)C2=CSC=N2	Z4134244388
O=C(O)C12CC2CCC1NC(=O)CN3C=NC(=N3)C(F)(F)F	Z4144097409
CN(CC1CCN(C)C1)C(=O)C2=NNC=3N=CC=CC23	Z4151541059
O=C(O)C(F)(F)F.CN1CCC(C#N)(CC1)C2=NC(=NO2)C3=NNC=4C=CC=CC34	Z5633608738
CC1CN(C)CC(O1)C2=NN=C(NC=3C=CC=4CCCC4C3)N2	Z4168067441
CN1N=CC=C1C=2NN=NC2CNC=3N=CN=C4C3N=CN4C5CC5	Z4168484181
CC1(C)C(CN)CC1NC(=O)C2=CN=C3C=CC=NN23	Z4169164752
CC=1C=C(C=CC1NC(=O)N2CCCC(CCC(=O)O)C2)C(N)=O	Z4189666643
CN(C)C=1C=CC(=CC1F)CNC=2C=CC(=CC2)C=3C=NNC3	Z4201878087
CC=1C=CC(NC(=O)C=2NN=C3CCC(C)CC23)=C(C1)OCCN(C)C	Z4202182160
NC(CCC1=CNN=C1C(F)(F)F)C(=O)NC2COC3=CC=C(Cl)C=C32	Z4206082437
CC(NC(=O)C1CCCC1)C2=NC(=NO2)NC=3C=CC=CC3	Z4209660587
CC=1C=C(C=CN1)C2=CN(CC3CN(C)CCO3)N=N2	Z4211869878
CC(NC=1C=CN=C2C(=O)NCC12)C=3C=CC=C(C3)OC(F)(F)F	Z4225976282
CN(C)C=1C=C(N=C(N1)C(F)(F)F)N2CCN(CC2)C3=NN=CN3C	Z4228614093
CC(C)(C)C1=NSC(=N1)N2CCC=3NN=C(CO)C3C2	Z4232209544
COC=1C=CC(=CC1)C2=NN=C(O2)N3CCOC(C3)C4=CC=CN=C4	Z4233658739
CC=1C=NC(C)=NC1N2CCC(C2)N3C=NC=4C(N)=NC=NC43	Z4233764944
COC=1C=C(C=CC1OC(F)F)NC(=O)C=2C=NC=3NC(=O)NC3C2	Z4238485067
COC=1C=CC=C(NC(=O)CCN2C=NC=3C(N)=NC=NC32)C1OC	Z4238485611
Cl.N[C@@H]1C[C@H](C(=O)O)C21CCC2 |&1:2,4,r|	Z4326139518
CCC1CC(CCO1)C(=O)N2CCC(C2)N3C=NC4=C(N)N=CN=C43	Z4247713773
COC1CCCC(CC(=O)N2CCC(C2)N3C=NC4=C(N)N=CN=C43)C1	Z4247715989
O=C(O)C(N1CCC(CC1)C=2C=CN=CC2)C3(O)CCC3	Z4250589019
O=C(O)C1=CSC(CN2CCCC(CC=3C=CC(O)=CC3)C2)=N1	Z4250801630
Cl.Cl.CC(N)C1=NN=C(CO)S1	Z4323277657
CC(NC=1C=CC=C(C1)C=2NN=C3CCOCC23)C=4C=CC(=O)NN4	Z4258454322
CN1C=NC=2C=C(C=NC21)C(=O)N[C@@H]3C[C@H](C3)N4C=CC=N4	Z4263531225
OCC1=NNC=2CCN(CC3=NC(CC(F)(F)F)=NO3)CC12	Z4272927909
CC=1C=CN=CC1CCCN2CCC(C2)N3C=NC4=C(N)N=CN=C43	Z4275240325
CC=1N=C(CN2CCC(C2)N3C=NC=4C(N)=NC=NC43)SC1C(C)(C)C	Z4275241621
O=S(=O)(CCN1CC=C(CC1)C=2C=CN=CC2)C=3C=CN=CC3	Z4275680144
O=C(C1=NNC2=NC=C(Br)C=C12)N3CCC3	Z4280293262
CCC(CC)(CN)NCC=1N=CNN1	Z4315334459
CC1CC(CCC(=O)NC=2C=CC=C(C2)N3C=CC(=N3)C(N)=O)C(C)N1C	Z4317282647
NC(=O)CC[C@H](NC(=O)CCC=1C(F)=CC=CC1F)C(=O)O	Z4322688058
CC=1N=CNC1CC(O)C(=O)NC(CN(C)C)C=2C=CC(Cl)=C(Cl)C2	Z4324704113
O=C(C1=NNC=2N=CC=CC12)N3C[C@H]4COC[C@H]43 |&1:13,17,r|	Z4329461420
CC=1C=C(C)N(N1)C=2C=CC(=CC2F)NC(=O)C3=CN=C4C=CC=NN34	Z4335749452
O=C(O)C(F)(F)F.CCN1CCN(CC1)C=2C=CC(=CC2)C(=O)NC=3C=CC=C4C(=O)N=CNC34	Z5608184988
O=C(NOCC=1C=CC(=CN1)C(F)(F)F)C=2C=NC=3NCCCC3C2	Z4349786019
CC=1C=C2NN=CC2=CC1C=3C=CC(N)=NC3	Z4380482282
O=C(O)C=1C=CC=C(N1)N2CCC(CC2)C3=CNC4=CC=CN=C34	Z4387838577
O=C(O)C(F)(F)F.OC=1C=CC(=CC1)CC2CCN(CC=3C=NSN3)C2	Z7991022948
O=C(O)[C@@H]1C[C@H]2C[C@@H]1C[C@H]2NC(=O)C=3C=NNC3F |&1:3,5,7,9,r|	Z4419580789
CCC1=NN=C(CN2CCOC3(CCN(CC3)C(=O)C4=NC=CN=C4N)C2)O1	Z4421153831
O=C(NC[C@H]1CCCN1C(=O)C2CCCC2)C3CCC=4NN=NC4C3	Z4439011664
NC1CCS(=O)(=O)C2(CC(CNC=3N=CN=C4SC=NC34)C2)C1	Z4439098085
C1=NC=2C=CN=C(NCC3(CCCCC3)N4CCSCC4)C2N1	Z4439098197
CC1=NNC2=NC=NC(NCC3CN(CC3(C)C)C(=O)C4(CC4)N(C)C)=C12	Z4439098358
O=C(O)C(F)(F)F.NC=1C=CN=C(C1)N2C=C(N=N2)C3(O)CN4CCC3CC4	Z7804967505
CCN1N=NC(COC2=CC=CC(=C2)C(C)N)=N1	Z4447045479
N[C@@]12CN(C[C@H]2COCC1)C(=O)C=3C=CN=C(C3)N4C=CC=N4 |&1:1,5,r|	Z4448803524
CN(CCN(C)C(=O)C=1N=COC1C=2C=CON2)C(=O)C3=COC=N3	Z4452145641
O=C(CCC=1C=CC=CC1O)N2CCCC(C2)N3C(=O)NC4=CC=CN=C43	Z4474188805
CC1=NC=2C=C(C=NC2N1)C(=O)NC3CN(C3)C(=O)C4CCN(C)CC4	Z4493816478
CN1CCC[C@@H]1C(=O)N2CCC3(CCN(C3)C=4C=CC5=NC=CN=C5N4)C2	Z4494012410
CC=1N=NC=2NN=C(NC(=O)C3C(C)C=CC4C(=O)N(CC(F)(F)F)C(=O)C34)C2C1C	Z4497187384
OCC(CC(O)C=1C=CC=CC1)NC=2N=CC=3NC=NC3N2	Z4499752938
CC=1C=C2C(=NNC2=CC1C#N)NC(=O)C3COC4=CC=CC=C4C3	Z4500949603
COCCN1N=CC(=C1C)C2=NC(=NN2C(C)C3CCOCC3)C4=NN=CN4	Z4510605298
NCCC=1C=CC(=CC1)C(=O)NCC2=NC(COC=3C=CC=CC3)=NN2	Z4512917468
CC1(C)CC(CN2CCOC(CNC(=O)C=3N=CC=C4NC=CC34)C2)C1	Z4521554012
CC1=CN=C(O1)C(C)N2CCCCC(C2)NC(=O)C=3C(F)=CC=CC3C	Z4522000109
CC1=NON=C1CC(=O)NC2CC3CCC(C2C)N3C(=O)C4=CNN=N4	Z4522000880
NC1=NC=C(O1)C(=O)N2CCCC3(CC(C3)NC(=O)CN4C=CN=N4)C2	Z4522001026
O=C(CC=1C=NOC1)NC2COC3(CN(CC4=CC=NS4)C3)C2	Z4525485444
O=C1C2CC(CCN2C(=O)N1CCC3=CNC4=CC=C(O)C=C34)C(F)(F)F	Z4526095403
CC=1NN=C2N=CC(=CC12)C(=O)NCCN(C)C(=O)C3CCOC(C3)C(C)C	Z4602251199
CN(C)CC1=NC=2C=CC(=CC2N1)NC(=O)C=3C=C(NN3)C4CCOC4	Z4614298285
CCN1CCC(CNC(=O)C2=CC=C(N=C2)C=3N=CNN3)C1	Z4617356098
CCN1CCC(NC(=O)CC2=CC=C(N=C2)C(N)=O)C(C)C1	Z4636550400
O=C(CCCN1C(=O)NNC1=O)NC2CCNC(=O)CC2	Z4653434912
CC1=CC(=CC(=C1)CN)NC(=O)C2=CNC(=C2)C(N)=O	Z4653435968
O=C1CCCC=2C(=CC=CC2N1)C=3C=CC=C(C3)C=4C=CNN4	Z4655085388
NC=1C=CC(=CN1)CNC(=O)C2=CC=CN3C=C(N=C23)C(F)(F)F	Z4655554173
NC=1C=CC(=CN1)CNC(=O)C2=CC(=NO2)C=3C(F)=CC=CC3F	Z4655554176
NC=1C=CC(=CN1)C(=O)NC=2C=CC=3N=C(SC3C2)C(F)F	Z4655554196
CC1=NN=C(NC2CC32CCC(CC3)NC(=O)CCCC4=CNN=N4)O1	Z4658050994
CC1=CC(=NN1)OC=2C=CC(=CC2)NC(=O)C3=CNC=4N=CN=CC34	Z4661213744
O=C(O)C(NS(=O)(=O)C=1C=CC=2CCCCC2C1)C=3C=C(O)C=C(O)C3	Z4662126142
C=C(C)C=1C=NC=C2N=CNC12	Z4663192631
O=C(C(O)C(O)C1=NC=2C=CC=CC2N1)N3CCC(O)(C3)C4=CC=NN4	Z4669071211
CNC(=O)C1=NNC=2N=CC(Br)=CC12	Z4669212447
NC=1C=C(C=CN1)C(=O)NC=2C=CC(=CC2)C=3C=C(ON3)C(F)(F)F	Z4740212908
N#CC=1C=CC(=CC1C2CC2)C=3C=CC(N)=NC3	Z4745593888
NCC1=NC(=NN1)C=2C=CC(=CC2)NC(=O)C3=CC=NN3CC(F)F	Z4766381023
CC1=NNC(CNC(=O)NCCC(N)CC=2C=CC=CC2)=N1	Z4766381144
O=C(O)C(CC1=CNC=2C=CC=CC12)NC(=O)CC(O)C=3C=CC(Cl)=CC3	Z4767057285
CC=1C(=CC=C2NN=CC12)C(=O)NC3CCN(C3)C(=O)C(C)C	Z4769258845
NC(=O)NC=1C=CC=2C=C(C=CC2N1)C(F)(F)F	Z4783027239
CC1=NC2=CC=NN2C(C)=C1C(=O)N[C@@H]3CCN(CC4CC4)C3	Z4783451720
O=C(CCC1=CC=NN1)N2CC3CCCC(C2)N3C(=O)C4CC4	Z4783455282
CC(=O)NC1(CC(=O)NC2CCN(CC2O)C(=O)CSC3=NN=C(N)S3)CC1	Z4866927006
CNC(=O)C=1C=CC=2NC(N)=NC2C1	Z4874003067
CN(C)C(C(=O)NC=1C=CC=2C=CNC(=O)C2C1)C3=CSC=N3	Z4890206665
NC(=O)C=1N=CN2C(=CC(=NC12)C(=O)N3CCC(C3)C(=O)O)C4=CC=CO4	Z4896600528
CCC1=NN=C(O1)C=2C=CC=C(C2)NC(=O)C(=O)N3CCCC(C3)C=4C=CN=C(N)N4	Z4898799394
O=C(O)CC1COC(CNC2=NC(=O)C=3C=NNC3N2)C1	Z4900394432
CC=1N=C(NC(C)C=2C=CC=C(C2)C(F)(F)F)C=3C=NNC3N1	Z4905916065
CC(C)N1CCC(CC1)NC(=O)C2=CC=CN2CC3=CN(N=N3)C=4C=CC=C(C4)C(=O)O	Z4910299812
CC(CN(C)C1=CC(=O)NC(=O)N1)NC(=O)C=2C=C(F)C=C3C=CNC23	Z4911876212
O=C(NCC(O)CF)C=1C=C(C=CN1)C=2C=NC=3NC=CC3C2	Z4918757636
O=C(C=1C=C(O)C=2C=COC2C1)N3CCCC3C4CCN(C4)C(=O)C=5C=C(O)C=CN5	Z4921678163
O=C(C=1C=CC=C2NN=CC12)N3CCN(CC3)C=4N=CN=C5C=CC(O)=CC45	Z4923050995
NC1=NOC=2C=C(C=CC12)CNC(=O)C3=CC=CC(C#CC4CC4)=C3	Z4924493133
C#CC=1C=NC=C(C1)C(=O)NC(CNC(=O)C=2C=NNC2C)C3=CC=C4C=CC=CC4=C3	Z4927221640
O=C(NCC(NC(=O)C=1C=NC=C2N=CNC12)C=3C=CC4=CC=CC=C4C3)C=5C=COC5	Z4927221691
NC(=O)C1=CNC(=C1)C(=O)NCCC(N)CC=2C=CC=CC2	Z4927733687
COC=1C=CC=C(C1)CC(N)C(=O)NC2=NN=C(S2)C=3C=CN=CC3	Z4943905275
CC(NC(=O)C=1C=C2NN=NC2=CC1F)C=3C=CC=4NC(=O)OC4C3	Z4946392111
CC(C=1C=CC=CC1)N2CCC3(CCN(C3)C(=O)CC4=CC=CO4)C2	Z4951247277
NC=1N=CC(=CC1Cl)C(=O)NC2CCOC=3C=CC(Cl)=CC32	Z4952311889
CCOC1=CC(=NN1)C(=O)N2CCC3(C2)CCN(CC3)C(=O)C4=COC=N4	Z4960075366
CC(C)N1N=CC=C1C2NC(=O)CCC2NC(=O)C3=CC(=CS3)CN	Z4969863892
CC=1C=CC(F)=CC1NC(=O)C=2C=NC=3NN=CC3C2	Z4988614060
CC(N)C(NC(=O)C=1C=CN2N=CC=C2C1)C=3C=CC=4C=CC=CC4C3	Z4995241966
CN1C=C(C=N1)C2CC(CN(C2)C(=O)C3C=CCN3)C(=O)O	Z5001784049
Cl.NCC1=CC=C2COCC2=C1	Z970077252
Cl.CC(C)CC1=CC(CN)=NO1	Z3481792989
Cl.NCCC=1N=CC(F)=CC1F	Z3024735908
COC=1C=CN=CC1C(=O)O	Z1198164403
CC(C)(C(=O)O)C1=CNC=N1	Z1262520778
CCCC1=NC(=NN1)C(N)=O	Z1400349496
Cl.Cl.NCC=1C=CN=C(C1)C(=O)O	Z3814744753
Cl.Cl.NCC=1C=CC=C2NN=NC12	Z3380262172
Cl.CN1C=CC(=N1)C(N)C(=O)O	Z2901983931
Cl.CN1N=NC(CN)=C1C(F)F	Z3024869773
Cl.O=C(O)C(O)CN1C=NC=N1	Z2865625689
O=C(O)CCC1NC(=O)NC1=O	Z56347438
Cl.CC(N)C(O)C1=CC=CC=C1F	Z1272096622
Cl.CC(CN1CCCCC1)C(=O)O	Z418974874
Cl.COC=1C=CC(=CC1Cl)C(=N)N	Z2452277009
Cl.COC(CN)C1=CC=CC(F)=C1	Z4182331225
CC(=O)N1CCC(C)(C1)C(=O)O	Z1095313922
CC(O)(CN)C=1C=CC=CC1Cl	Z1020684190
NCC=1C=CC=C(N1)C(F)(F)F	Z1198276261
Cl.Cl.NCC=1C=CC=2C=NC=CC2C1	Z3024671263
O=C(O)C1=CN=C2C=CC=CN12	Z1201621330
NCC=1C=CN(N1)C2CCCC2	Z1230061410
O=C(O)C=1C=C2OCOC2=CN1	Z1255382393
Cl.NCC=1C=CC(=CC1O)C(=O)O	Z3413989910
CN(C)C=1C=CC(=NC1)C(=O)O	Z1262513670
O=C(O)CC1CCCCC(=O)N1	Z1262554304
CC(C(=O)O)N1CCOCC1=O	Z1323532438
Cl.Cl.CN(C)C=1C=CC=NC1C(=O)O	Z2256216232
Cl.Cl.CCC(N)C1=NC(=CN1)C(=O)O	Z2587997230
CN1C=NC(=C1)C2CNC(=O)C2	Z1509175674
Cl.NCC=1C=CC=2C(=O)NCC2C1	Z3244608246
Cl.Cl.NCC=1C=CC=2OCCOC2N1	Z4461548777
Cl.CN1C=C(C=N1)N2N=CC(N)=N2	Z3356210886
CC(C)C1(CNC(=O)C1)C(=O)O	Z1813206255
Cl.NCCC1C(=O)NC=2C=CC=CC21	Z235344885
CC(=O)NC(C(=O)O)C1CCCC1	Z168827502
Cl.O=C(O)C1CCCN1C2=NC=CS2	Z2470413963
Cl.Cl.CC=1C=CC=C(N1)NC(=O)CCN	Z815264192
NC(CC(=O)O)C1=CC=CC=C1F	Z56775546
Cl.O=C(O)CN1CC=2C=CC=CC2C1	Z1459994166
NCC=1C=CC(=CC1)CS(N)(=O)=O	Z1891774240
Cl.N=C(N)C=1C=CC(=CC1)C(F)(F)F	Z1407758632
Cl.Cl.CN(C)C1CCN(CC(=O)O)CC1	Z3616596183
Cl.NCCC(=O)N1CCCC1C(=O)O	Z4443139621
Cl.Cl.Cl.NCCN1C=NC2=C(N)N=CN=C21	Z2371744539
Cl.Cl.CN1N=NN=C1N2CCC(N)CC2	Z2242062215
Cl.CC(C)(CN1CCOCC1)C(=O)O	Z2682012572
NC(CC=1C=CC=CC1O)C(=O)O	Z1065645436
[K+].CS(=O)(=O)CC1=NC(=NO1)C([O-])=O	Z2467421092
Cl.Cl.NC(CC1=CN=CC(F)=C1)C(=O)O	Z3376051877
Cl.CC1=NN(CC(=O)O)C(C)=C1CN	Z2901372905
O=C(O)C1CC1C2=CC=CC(O)=C2	Z1216651566
Cl.NC(CC(=O)O)C1CCCCCC1	Z3013901756
Cl.Cl.NCCCC1=NN=C2CCCCN12	Z1551463567
[O-][N+](=O)C1=CNC(=O)C=2NC=NC12	Z87001001
Cl.NCC1=CN(CCO)C(=O)NC1=O	Z2681265104
Cl.CC=1C=C(O)N2N=C(CN)N=C2N1	Z8309167162
CN1N=CC=C1C2=CC=C(N)N=N2	Z1267681924
Cl.Cl.CC1=NC(=CS1)C(C)(N)CC(=O)O	Z1834265897
NC(C(=O)O)C=1C=CC(F)=C(Cl)C1	Z1269179754
Cl.CN1C=NC2=C1CCCC2C(=O)O	Z3446885280
O=C(O)CC=1C=NN2CCCOC12	Z1416163714
O=C(O)C1NC(=O)CC1C(F)(F)F	Z1509074702
Cl.NCCN1C=CN2N=CC=C2C1=O	Z3717234692
O=C(O)C=1N=NN2CCNC(=O)C12	Z1725967452
Cl.Cl.NC1CCCN2C=C(N=C12)C(=O)O	Z3487941026
Cl.CC=1C=C(C=CC1S(N)(=O)=O)CN	Z1889917052
Cl.NC(CC1CCCC1)C(O)C(=O)O	Z2010041961
NCC=1C=CC(=NC1)N2CCCCC2	Z239126506
CN1CCC=2C(C(N)=O)=C(N)SC2C1	Z57493504
Cl.COC=1C=CC=C(C1)C(=O)NCCN	Z235351547
CC(N)C=1C=CC=C(C1)N2C=NC=N2	Z1312361335
NCC1=NC(=CS1)C=2C=CC(Cl)=CC2	Z319971342
Cl.NCC(O)C=1C=CC=C(C1)C(F)(F)F	Z1211228970
NCC(O)C=1C=CC=CC1C(F)(F)F	Z336086582
CC(N)C1=NC(=CN1)C=2C=CC=CC2	Z425359086
NCC=1C=CC(=CC1)C=2C=CN=CC2	Z756099180
Cl.Cl.CC=1C=C(C=CC1CN)N2C=CC=N2	Z3004627042
NCC=1C=CC(=CC1Cl)N2C=NC=N2	Z1042081452
Cl.CCC1=CC2=C(N=C(C)N=C2S1)NC	Z220564834
CC=1C=CC=2OC=C(CC(=O)O)C2C1	Z57906221
CC=1C=CC=2C=C(C=NC2C1)C(=O)O	Z1198224567
CC=1C=C2N=CC(C(=O)O)=C(O)N2N1	Z234953267
CC=1C=C(N=CN1)N2CC(C2)C(=O)O	Z1217192336
Cl.NC1(CC(=O)O)CC2=CC=CC=C2C1	Z1744692349
Cl.CC(C)(C)NC=1C=CC=C(N1)C(=N)N	Z1821517214
Cl.Cl.CC(CN)(CC=1C=CN=CC1)C(=O)O	Z1493030567
CCOC(=O)C=1C=NC=2NN=CC2C1	Z1255422600
Cl.Cl.NCC1=NC2=CC(=CC=C2N1)C(=O)O	Z2168499546
CN1C(N)=NC2=C1C(=O)NC(=O)N2C	Z1262629751
Cl.NCC=1C=CN(N1)C2=CC=CC=C2Cl	Z4067514262
O=C(CC1=CC=CS1)NC2=NC=CS2	Z28173636
[Na+].[O-]C(=O)CC=1C=CC(=CN1)C(F)(F)F	Z3244401809
NC1=NNC=2C=C(C=NC12)C(F)(F)F	Z1269128126
Cl.NC1CCCC2=CC(=CC=C21)C(=O)O	Z3337464358
Cl.CC(O)(C(=O)O)C(N)C=1C=CC=CC1	Z2472856662
Cl.NCCC1=CNC2=CC(F)=CC(F)=C12	Z2724336926
Cl.Cl.NCC=1C=C(ON1)C=2C=CC(F)=CN2	Z3486584811
Cl.Cl.CC=1N=CSC1C=2C=CC(=CC2)CN	Z2671752048
CC1CCN(CC=2N=CC=C(N)N2)C1	Z1492804399
CNC=1N=CN=C2C1N=CN2C3CC3	Z2212343158
CCNC(=O)N1C(C(=O)O)C2CCC1C2	Z106938864
CC(N)C1=NC=2C=CC=CC2N1C(F)F	Z212051918
CC1CCN(CC1)C=2C=CC(=CC2)CN	Z234897891
Cl.Cl.CC1=NC=CN1C=2C=CC(=CC2)C(C)N	Z6718762946
NC1=CC(=NO1)C=2C=CC=3CCCC3C2	Z335438946
Cl.NCC(O)C=1C=CC(=CC1)OC(F)(F)F	Z2235790692
NCC(O)C=1C=C(Cl)C=2OCCOC2C1	Z381418194
NC(=O)C1=C(N)SC=C1C2CCCCC2	Z448247422
CCCN(CC(=O)O)C=1C=C(C)N=CN1	Z787348638
Cl.CC(N)C1=NOC(CC=2C=CC=CC2)=N1	Z1354416064
Cl.O=C(O)C=1C=C(CN2CCCCC2)ON1	Z2182115461
Cl.NC(CN1C=CC(=N1)C(F)(F)F)C(=O)O	Z2306603952
NCCC1=CNC2=CC=C(C=C12)[N+]([O-])=O	Z978942450
Cl.CN1C(CO)=NC=2C=C(C=CC21)C(=O)O	Z2738351879
CC[C@@H](NC(=O)C=1C=C(C)NN1)C(=O)O	Z1268419622
NC=1N=CN=C2NC(=NC12)C3=CSC=N3	Z1509219439
Cl.Cl.NC(CC1=CNC2=CC=CN=C12)C(=O)O	Z2289799514
Cl.Cl.NCCC1=NC=2C=C(C=CC2N1)C(=O)O	Z2130640634
O=C(O)C=1C=CC(=CC1)C2CNC(=O)C2	Z1509522298
Cl.NCC=1C=CC(=CC1C(F)(F)F)C(=O)O	Z5422501010
C1=NNC2=NC=NC(NC3CCCC3)=C12	Z237579012
Cl.CCSC1CCC(C1)N(C)CCC(=O)O	Z1465353036
CC(O)CC(SC1=NC=CN1C)C(=O)O	Z351646904
Cl.CC(O)CN(CC(=O)O)C1CCCCC1	Z1459991680
CC=1C=CC(=CC1)C(CC(=O)O)NC(N)=O	Z221523590
NC(CC(=O)O)C=1C=CC=2C=CC=CC2C1	Z317027278
Cl.N=C(N)C=1C=CC(=CC1)OC2CCCCC2	Z234895175
Cl.NCC(CC=1C=CC=2OCOC2C1)C(=O)O	Z2901372870
Cl.CC1=C(OC2=CC=3CCCC3C=C12)C(C)N	Z1352877911
Cl.CN1C=C(C=N1)CN2CCCC(C2)C(=O)O	Z2685925313
OC(CNC=1C=CC=CN1)C=2C=CC=CC2	Z31268347
Cl.Cl.CC1=NNC(C)=C1NC(=O)C(N)CC(C)C	Z1522971293
COCC(=O)NCC=1C=CC=C(C1)C(=O)O	Z802559336
CN(CCOC=1C=CC(Br)=CC1)CC(N)=O	Z54509800
O=C(O)C1(CCOCC1)C=2C=CC(O)=CC2	Z838898510
NC1CCC2=NC(=CN2C1)C=3C=CC=CC3	Z985590480
CC(C)C(N)CNC=1C=C(C=CN1)C(N)=O	Z1203151846
Cl.NC(CC(=O)O)C12CC3CC(CC(C3)C2)C1	Z1762997275
CCN1CCCC(C1)NC(=O)C=2N=CNN2	Z1479227979
CC(=O)N(CCC=1C=CC=CC1)CC(=O)O	Z1454897452
NC=1N=CC=NC1C2=CN3C=CC=CC3=N2	Z1606820119
CC1CN(CC=2N=NN(C)N2)CC1N(C)C	Z1891599487
CC=1C=CC(=CC1F)OCC=2N=NN(C)N2	Z1907775792
Cl.O=C(O)CCN1CCC(CC1)N2CCCC2	Z1160867521
CC1CCN(CC1)C=2C=CN=C(N2)C(=O)O	Z2168666653
C1=CNC(CNC=2C=CC=3SC=NC3C2)=N1	Z1849809354
CC(O)CC(SC1=NC=CC=C1Cl)C(=O)O	Z335951968
NC(=O)C=1C=CSC1NC(=O)CCCC(=O)O	Z56989649
Cl.Cl.NCC=1C=CC(=CC1)N2C=NC=3C=CC=CC32	Z9049422676
CC1=NN(C)C(OC=2C=NC=CC2)=C1C(=O)O	Z381429252
Cl.CC(N)C=1C=CC(=CC1)N2C=C(N=N2)C(N)=O	Z406694070
O=C(O)C1(CCCCC1)NC(=O)C=2C=NSN2	Z425882112
Cl.Cl.CC1CN(C=2C=CC(=CN2)C(=N)N)C(C)CO1	Z1352877953
CN1CCC(CC1)NC(=O)CN2C=NC(N)=N2	Z728905370
Cl.Cl.CC(C)N1N=CC2=CC(=CN=C21)NC(=O)CN	Z1459510137
Cl.O=C(O)CCN1CCC(CN2CCCC2)CC1	Z1160867611
CCN(C(C)=O)C(CC=1C=CC=CC1)C(=O)O	Z1147231934
CC(CC(=O)O)CC(=O)N(C)CC1=NC=CN1	Z1233238496
COC=1C=C(N=CN1)N2CCC(C(=O)O)C2C	Z1318394483
CC(C)N1CCN(CC1)C=2C=CN=CC2CO	Z1436507855
CN(CC(N)=O)S(=O)(=O)C=1C=CC=CC1C(=O)O	Z415692022
CC=1C=C(NCCC2=CC=CS2)N3N=CN=C3N1	Z64680092
CC(C)C(N)C(=O)NC1=CC=CC(=C1)NC(N)=O	Z445470522
NC1CCN(C1=O)C=2C=CC=C(C2)OC(F)(F)F	Z825516142
CC(=O)N1CCCN(CC1)C=2C=CC(=CC2)CN	Z835914902
CC1=NN(C)C=C1C2=CSC(=N2)C3(N)CCCC3	Z1258911022
NC(CC1=CNC2=CC=C(C=C12)[N+]([O-])=O)C(=O)O	Z1508763642
COC=1N=CN=C2CCN(CCS(C)(=O)=O)CC12	Z989995734
CN1C(=CN=C1SCC2=CC=C(F)C(Cl)=C2)CO	Z1815357847
NC(=O)C=1C=CC=CC1OC=2N=CC=CC2C(=O)O	Z71178227
CCN1CCCC1CNC=2N=CN=C3C2C=NN3C	Z228722402
O=C(O)CC(NC(=O)C=1C=CNN1)C=2C=CC=CC2	Z398897452
NC(=O)C=1C=CC(=CC1)C(=O)N(CC(=O)O)C2CC2	Z594160398
NC(=O)CC[C@H](NC(=O)CC1CCCCC1)C(=O)O	Z756456430
C#CCNC(=O)NC1(CCC2=CC=CC=C21)C(=O)O	Z760037332
CN1C=CN=C1CCNC=2N=CN=C3C2C=NN3C	Z764272956
NC=1N=CN=C2C1N=CN2CC3=CC=C(O3)C(=O)O	Z839134332
NCC1CCCCN1C(=O)C2=CC=CC(=C2)C(N)=O	Z871858820
CC(C(=O)O)N(C)C(=O)CN1C(=O)NC(C)(C)C1=O	Z993892516
CC1=CC=2C=CC=CC2N1CC(=O)NC3=NN=CN3	Z352534246
CC1=CC(=NN1)C(=O)NCCC2=NC(=CS2)C(=O)O	Z1274466966
Cl.Cl.CC1CN(CCOC=2C=CC(=CC2)CCN)CC1C	Z1587287951
C1=CC2=NN=NN2N=C1NCCN3CCCCCC3	Z368587566
O=C1CNC(=O)N1CCCN2CCN3C=CN=C3C2	Z991013528
CC1=NNC(=N1)C2CN(CCCS(N)(=O)=O)CCO2	Z1268947713
Cl.NC(CC(=O)NCC=1C=CC(=CC1)C(=O)O)C2CC2	Z2894090254
Cl.CCC(C)N(CCN1C(=O)NC(C)(C)C1=O)CC(=O)O	Z1497302840
CC=1C=C(NC(C)C=2C=CC=CC2F)N3N=CN=C3N1	Z64651792
NC=1NN=CC1C(=O)NC=2C=CC(=CC2Cl)C(F)(F)F	Z1147197846
COCC(NC(=O)C=1C=CC=C(C1)C(F)(F)F)C(=O)O	Z1436153925
CN1C=C(C=N1)C(NS(=O)(=O)CC2CCCO2)C(=O)O	Z1480711998
CCN1CCOC(CNC2=CC(C)=NC3=NC=NN23)C1	Z1142725058
Cl.CC=1C=C(N=C(N1)C(C)C)N2CCN(CCC(=O)O)CC2	Z1160867005
